num,Economy,Code,Region,Income group,year,Internet value,Total population,GDP (US$),Life Expectancy (Years),GDP per capita income,Fertility (Births per woman)
3325,Zimbabwe,ZWE,Sub-Saharan Africa,Low income,2015,22.74,15777451,19963120600,60.398,2346.222126541,3.836
3326,Afghanistan,AFG,South Asia,Low income,2016,10.6,34656032,19046357714.4928,63.673,1936.7920715888,4.635
3327,Albania,ALB,Europe & Central Asia,Upper middle income,2016,66.36,2876101,11883682170.8236,78.345,11890.5538932007,1.713
3328,Algeria,DZA,Middle East & North Africa,Upper middle income,2016,42.95,40606052,160129866569.935,76.078,15030.176927275,2.776
3329,Andorra,AND,Europe & Central Asia,High income,2016,97.93,77281,2877311946.90265,NA,NA,NA
3330,Angola,AGO,Sub-Saharan Africa,Upper middle income,2016,13,28813463,101123851090.473,61.547,6763.7405644659,5.694
3331,Anguilla,NA,NA,NA,2016,81.57,NA,NA,NA,NA,NA
3332,Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2016,73,100963,1464630213.33333,76.364,22636.7081704617,2.051
3333,Argentina,ARG,Latin America & Caribbean,Upper middle income,2016,70.97,43847430,554860945013.62,76.577,20065.0753136639,2.293
3334,Armenia,ARM,Europe & Central Asia,Lower middle income,2016,64.35,2924816,10546135160.031,74.618,8842.6947566372,1.612
3335,Aruba,ABW,Latin America & Caribbean,High income,2016,93.54,104822,2646927374.30168,75.867,38408.58313066,1.8
3336,Australia,AUS,East Asia & Pacific,High income,2016,86.54,24190907,1208039015868.39,82.4487804878,47274.2613771814,1.752
3337,Austria,AUT,Europe & Central Asia,High income,2016,84.32,8736668,394052818287.788,81.6414634146,51655.5030888825,1.53
3338,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2016,78.2,9757812,37867518957.1975,72.026,17276.0298585468,1.9
3339,Bahamas,NA,NA,NA,2016,80,NA,NA,NA,NA,NA
3340,Bahrain,BHR,Middle East & North Africa,High income,2016,95,1425171,32250132978.7234,76.9,47236.0906460895,2.033
3341,Bangladesh,BGD,South Asia,Lower middle income,2016,18.02,162951560,221415188000.475,72.489,3583.7817737849,2.104
3342,Barbados,BRB,Latin America & Caribbean,High income,2016,79.55,284996,4529050000,75.906,18078.5635123997,1.797
3343,Belarus,BLR,Europe & Central Asia,Upper middle income,2016,71.11,9501534,47749057078.1996,73.8268292683,18098.4225562314,1.733
3344,Belgium,BEL,Europe & Central Asia,High income,2016,86.52,11331422,469738715754.105,81.4390243902,47220.3631159436,1.68
3345,Belize,BLZ,Latin America & Caribbean,Upper middle income,2016,44.58,366954,1806646250,70.384,8421.2359489048,2.51
3346,Benin,BEN,Sub-Saharan Africa,Low income,2016,11.99,10872298,8573159696.61128,60.907,2169.7096704166,4.977
3347,Bermuda,BMU,North America,High income,2016,98,65341,NA,81.2270731707,NA,1.61
3348,Bhutan,BTN,South Asia,Lower middle income,2016,41.77,797765,2219675780.89539,70.197,8917.3026168876,2.051
3349,Bolivia (Plurinational State of),NA,NA,NA,2016,39.7,NA,NA,NA,NA,NA
3350,Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2016,60.26,3516816,16911088173.7458,76.911,12346.4003927156,1.36
3351,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2016,39.36,2250260,15648632361.5749,66.797,16621.7029968877,2.73
3352,Brazil,BRA,Latin America & Caribbean,Upper middle income,2016,60.87,207652865,1796275437087.99,75.509,15221.553998552,1.726
3353,Brunei Darussalam,BRN,East Asia & Pacific,High income,2016,90,423196,11400653949.1783,77.203,77507.6618299876,1.874
3354,Bulgaria,BGR,Europe & Central Asia,Upper middle income,2016,59.83,7127822,53240950226.2443,74.812195122,19500.4014374017,1.54
3355,Burkina Faso,BFA,Sub-Saharan Africa,Low income,2016,13.96,18646433,10886363726.8422,60.361,1773.3135772946,5.353
3356,Burundi,BDI,Sub-Saharan Africa,Low income,2016,5.17,10524117,2959185295.39019,57.481,741.3504917253,5.697
3357,Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2016,50.32,539560,1663008687.09505,72.798,6604.4866847106,2.334
3358,Cambodia,KHM,East Asia & Pacific,Lower middle income,2016,32.4,15762370,20016747754.0192,68.981,3738.0181188489,2.56
3359,Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2016,23.2,23439189,32621535418.9031,58.073,3620.2846144619,4.708
3360,Canada,CAN,North America,High income,2016,91.16,36264604,1526953791566.99,82.3005121951,44819.1118756931,1.5433
3361,Cayman Islands,CYM,Latin America & Caribbean,High income,2016,79,60765,NA,NA,56329.0570139652,NA
3362,Central African Rep.,NA,NA,NA,2016,4,NA,NA,NA,NA,NA
3363,Chad,TCD,Sub-Saharan Africa,Low income,2016,5,14452543,10090922857.3905,52.903,2028.0149301532,5.947
3364,Chile,CHL,Latin America & Caribbean,High income,2016,82.33,17909754,250036180921.053,79.522,23228.2169702129,1.774
3365,China,CHN,East Asia & Pacific,Upper middle income,2016,53.2,1378665000,11190992550229.5,76.252,15548.0965024331,1.624
3366,Colombia,COL,Latin America & Caribbean,Upper middle income,2016,58.14,48653419,282856115393.175,74.381,14101.078946967,1.853
3367,Comoros,COM,Sub-Saharan Africa,Low income,2016,7.94,795601,1024261820.6281,63.701,2689.0296612832,4.347
3368,Congo (Rep. of the),NA,NA,NA,2016,8.12,NA,NA,NA,NA,NA
3369,Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2016,66.03,4857274,57157992434.219,79.831,16419.5978036763,1.783
3370,C�te d'Ivoire,NA,NA,NA,2016,41.21,NA,NA,NA,NA,NA
3371,Croatia,HRV,Europe & Central Asia,High income,2016,72.7,4174349,51640880494.2725,78.0219512195,24524.5479241741,1.42
3372,Cuba,CUB,Latin America & Caribbean,Upper middle income,2016,42.98,11475982,91370000000,79.742,NA,1.722
3373,Cyprus,CYP,Europe & Central Asia,High income,2016,75.9,1170125,20453761061.9469,80.508,33682.4790814849,1.343
3374,Czech Republic,CZE,Europe & Central Asia,High income,2016,76.48,10566332,195090272402.729,79.0268292683,35230.5224608776,1.63
3375,Dem. Rep. of the Congo,NA,NA,NA,2016,6.21,NA,NA,NA,NA,NA
3376,Denmark,DNK,Europe & Central Asia,High income,2016,96.97,5728010,311988101661.744,80.8536585366,50694.1893160693,1.79
3377,Djibouti,DJI,Middle East & North Africa,Lower middle income,2016,13.13,942333,1764268468.93991,62.465,NA,2.847
3378,Dominica,DMA,Latin America & Caribbean,Upper middle income,2016,67.03,73543,575468222.222222,NA,10944.3899737838,NA
3379,Dominican Rep.,NA,NA,NA,2016,63.87,NA,NA,NA,NA,NA
3380,Ecuador,ECU,Latin America & Caribbean,Upper middle income,2016,54.06,16385068,99937696000,76.327,11294.7095339841,2.486
3381,Egypt,NA,NA,NA,2016,41.25,NA,NA,NA,NA,NA
3382,El Salvador,SLV,Latin America & Caribbean,Lower middle income,2016,29,6344722,23912227500,73.512,7734.857561481,2.079
3383,Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2016,23.78,1221490,11260900825.8233,57.681,26177.4542962851,4.687
3384,Eritrea,ERI,Sub-Saharan Africa,Low income,2016,1.18,NA,NA,65.092,NA,4.133
3385,Estonia,EST,Europe & Central Asia,High income,2016,87.24,1315790,23984296770.8115,77.6414634146,30897.5469102613,1.6
3386,Eswatini,NA,NA,NA,2016,28.57,1343098,3817430000,57.754,8491.4240914166,3.084
3387,Ethiopia,ETH,Sub-Saharan Africa,Low income,2016,15.37,102403196,73000980433.9486,65.475,1736.4142593999,4.198
3388,Falkland (Malvinas) Is.,NA,NA,NA,2016,99.02,NA,NA,NA,NA,NA
3389,Faroe Islands,FRO,Europe & Central Asia,High income,2016,95.11,49117,NA,82.1975609756,NA,2.6
3390,Fiji,FJI,East Asia & Pacific,Upper middle income,2016,46.51,898760,4671313314.55578,70.269,9120.1949089318,2.516
3391,Finland,FIN,Europe & Central Asia,High income,2016,87.7,5495303,239009517793.721,81.4292682927,43729.9644889289,1.57
3392,France,FRA,Europe & Central Asia,High income,2016,79.27,66859768,2465134297438.91,82.5243902439,41942.6267802552,1.92
3393,French Polynesia,PYF,East Asia & Pacific,High income,2016,68.44,280208,NA,76.813,NA,2.013
3394,Gabon,GAB,Sub-Saharan Africa,Upper middle income,2016,48.05,1979786,14014369641.7689,66.105,18092.9896027894,3.786
3395,Gambia,NA,NA,NA,2016,18.5,NA,NA,NA,NA,NA
3396,Georgia,GEO,Europe & Central Asia,Upper middle income,2016,59.26,3727505,14378016729.1587,73.261,9993.7304458881,1.996
3397,Germany,DEU,Europe & Central Asia,High income,2016,84.4,82348669,3495162856297.22,80.9902439024,49921.330617974,1.59
3398,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2016,34.67,28206728,55009730600.0307,62.742,4175.9971454623,3.984
3399,Gibraltar,GIB,Europe & Central Asia,High income,2016,94.44,34408,NA,NA,NA,NA
3400,Greece,GRC,Europe & Central Asia,High income,2016,69.09,10775971,195222443512.937,81.387804878,27273.9345786637,1.38
3401,Greenland,GRL,Europe & Central Asia,High income,2016,68.5,56186,2705898955.68727,NA,NA,2
3402,Grenada,GRD,Latin America & Caribbean,Upper middle income,2016,55.86,107317,1061631222.22222,73.659,14223.9260977906,2.104
3403,Guam,GUM,East Asia & Pacific,High income,2016,77.01,162896,5793000000,79.575,NA,2.347
3404,Guatemala,GTM,Latin America & Caribbean,Lower middle income,2016,34.51,16582469,68663653469.1246,73.409,7955.6034052526,2.973
3405,Guinea,GIN,Sub-Saharan Africa,Low income,2016,9.8,12395924,8694360304.56367,60.015,2045.3573666747,4.855
3406,Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2016,3.76,1815698,1178204501.38801,57.403,1618.2412639896,4.633
3407,Guyana,GUY,Latin America & Caribbean,Upper middle income,2016,35.66,773303,3504024213.07506,66.65,7845.1898861526,2.51
3408,Haiti,HTI,Latin America & Caribbean,Low income,2016,12.23,10847334,7970649131.23416,63.33,1785.9460043173,2.919
3409,Honduras,HND,Latin America & Caribbean,Lower middle income,2016,30,9112867,21643936938.9096,73.575,4757.8284144159,2.462
3410,"Hong Kong, China",NA,NA,NA,2016,87.48,NA,NA,NA,NA,NA
3411,Hungary,HUN,Europe & Central Asia,High income,2016,79.26,9814023,126007978024.32,76.0634146341,26851.6249748593,1.53
3412,Iceland,ISL,Europe & Central Asia,High income,2016,98.24,335439,20716024757.4057,82.2048780488,52582.2938522275,1.74
3413,India,IND,South Asia,Lower middle income,2016,29.55,1324171354,2290432075123.55,68.56,6636.539271738,2.326
3414,Indonesia,IDN,East Asia & Pacific,Lower middle income,2016,25.45,261115456,931877364177.742,69.191,11624.0249248744,2.363
3415,Iran (Islamic Republic of),NA,NA,NA,2016,53.23,NA,NA,NA,NA,NA
3416,Iraq,IRQ,Middle East & North Africa,Upper middle income,2016,21.23,37202572,170559560067.682,69.862,17460.0553880062,4.37
3417,Ireland,IRL,Europe & Central Asia,High income,2016,84.52,4755335,302242900803.522,81.7048780488,70925.7561563242,1.81
3418,Israel,ISR,Middle East & North Africa,High income,2016,79.65,8546000,319377923613.703,82.4073170732,37513.3916357154,3.11
3419,Italy,ITA,Europe & Central Asia,High income,2016,61.3,60627498,1869117192194.75,83.243902439,39043.4028651026,1.34
3420,Jamaica,JAM,Latin America & Caribbean,Upper middle income,2016,44.37,2881355,14072135208.5664,75.97,8837.6437190697,2.009
3421,Japan,JPN,East Asia & Pacific,High income,2016,93.18,126994511,4949273341993.88,83.9848780488,41306.7503647963,1.44
3422,Jordan,JOR,Middle East & North Africa,Upper middle income,2016,62.3,9455802,38654727746.4789,74.329,9057.9419918911,3.378
3423,Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2016,74.59,17794055,137278320084.171,72.3,25314.8651120416,2.73
3424,Kenya,KEN,Sub-Saharan Africa,Lower middle income,2016,16.6,48461567,70875223143.0362,67.032,3159.5537499274,3.852
3425,Kiribati,KIR,East Asia & Pacific,Lower middle income,2016,13.7,114395,178328873.030033,66.317,2174.6908708793,3.651
3426,Korea (Rep. of),NA,NA,NA,2016,92.84,NA,NA,NA,NA,NA
3427,Kuwait,KWT,Middle East & North Africa,High income,2016,78.37,4052584,110912280701.754,74.694,74347.4990724741,1.97
3428,Kyrgyzstan,NA,NA,NA,2016,34.5,NA,NA,NA,NA,NA
3429,Lao P.D.R.,NA,NA,NA,2016,21.87,NA,NA,NA,NA,NA
3430,Latvia,LVA,Europe & Central Asia,High income,2016,79.84,1959537,27695474684.447,74.5804878049,25839.9925965547,1.74
3431,Lebanon,LBN,Middle East & North Africa,Upper middle income,2016,76.11,6006668,51483909754.8922,79.584,14204.2450570894,1.719
3432,Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2016,27.36,2203821,2323419619.1784,54.174,2984.1036035362,3.094
3433,Liberia,LBR,Sub-Saharan Africa,Low income,2016,7.32,4613823,3277826000,62.505,1262.4452195161,4.581
3434,Libya,LBY,Middle East & North Africa,Upper middle income,2016,20.27,6293253,26221660076.2226,71.934,15437.5066581558,2.274
3435,Liechtenstein,LIE,Europe & Central Asia,High income,2016,98.09,37666,6214633651.30911,82.2585365854,NA,1.61
3436,Lithuania,LTU,Europe & Central Asia,High income,2016,74.38,2868231,42973365745.2891,74.6707317073,30300.0195625444,1.69
3437,Luxembourg,LUX,Europe & Central Asia,High income,2016,97.83,582014,58961235412.2227,82.6853658537,105082.07346404,1.41
3438,"Macao, China",NA,NA,NA,2016,81.64,NA,NA,NA,NA,NA
3439,Madagascar,MDG,Sub-Saharan Africa,Low income,2016,4.71,24894551,10001193315.1966,65.932,1507.9318992194,4.184
3440,Malawi,MWI,Sub-Saharan Africa,Low income,2016,11.47,18091575,5433040159.88747,63.223,1170.1398217365,4.571
3441,Malaysia,MYS,East Asia & Pacific,Upper middle income,2016,78.79,31187265,296752886724.682,75.3,27731.4386697709,2.037
3442,Maldives,MDV,South Asia,Upper middle income,2016,59.09,427756,4414055724.80263,77.339,15625.2190698733,2.093
3443,Mali,MLI,Sub-Saharan Africa,Low income,2016,11.11,17994837,14010787737.8424,57.966,2128.106124565,6.057
3444,Malta,MLT,Middle East & North Africa,High income,2016,77.29,455356,11274020600.9269,82.4536585366,37774.1412867155,1.37
3445,Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2016,29.79,53066,194497900,NA,4027.5019615952,NA
3446,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2016,18,4301018,4739298730.42216,63.238,3856.8575810698,4.674
3447,Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2016,52.19,1263473,12232463655.5727,74.3948780488,21151.2829887239,1.4
3448,Mexico,MEX,Latin America & Caribbean,Upper middle income,2016,59.54,127540423,1077779580638.77,77.118,18161.4902817259,2.184
3449,Micronesia,NA,NA,NA,2016,33.35,NA,NA,NA,NA,NA
3450,Moldova,MDA,Europe & Central Asia,Lower middle income,2016,71,3551954,6795731286.20042,71.61,5358.7953860735,1.241
3451,Monaco,MCO,Europe & Central Asia,High income,2016,95.21,38499,6468252212.38938,NA,NA,NA
3452,Mongolia,MNG,East Asia & Pacific,Lower middle income,2016,22.27,3027398,11186734674.3847,69.287,12256.9898800457,2.757
3453,Montenegro,MNE,Europe & Central Asia,Upper middle income,2016,69.88,622303,4374130530.97345,77.116,17866.52239966,1.667
3454,Morocco,MAR,Middle East & North Africa,Lower middle income,2016,58.27,35276786,103345296966.607,75.821,7857.8392641144,2.491
3455,Mozambique,MOZ,Sub-Saharan Africa,Low income,2016,17.52,28829476,10981358030.5316,58.311,1217.1585399362,5.243
3456,Myanmar,MMR,East Asia & Pacific,Lower middle income,2016,25.07,52885223,63256184700.2223,66.612,5727.1463462761,2.207
3457,Namibia,NAM,Sub-Saharan Africa,Upper middle income,2016,31.03,2479713,11281259987.2185,64.388,10600.1403528772,3.415
3458,Nepal (Republic of),NA,NA,NA,2016,19.69,NA,NA,NA,NA,NA
3459,Netherlands,NLD,Europe & Central Asia,High income,2016,90.41,17030314,783528181704.567,81.5609756098,51338.5732558743,1.66
3460,New Zealand,NZL,East Asia & Pacific,High income,2016,88.47,4693200,189285950470.754,81.6124390244,39420.7558892147,1.87
3461,Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2016,24.57,6149928,13184989877.5664,75.404,5539.2954799411,2.2
3462,Niger,NER,Sub-Saharan Africa,Low income,2016,4.32,20672987,7528285443.60769,60.058,990.2012612819,7.239
3463,Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2016,25.67,185989640,404649527537.713,53.428,5882.0588478545,5.526
3464,Norway,NOR,Europe & Central Asia,High income,2016,97.3,5234519,371344761904.762,82.4073170732,58138.4377052193,1.71
3465,Oman,OMN,Middle East & North Africa,High income,2016,76.85,4424762,65941482444.7334,77.029,42897.0744711616,2.666
3466,Pakistan,PAK,South Asia,Lower middle income,2016,15.51,193203476,278654637737.69,66.481,5244.1032352292,3.481
3467,Palestine,NA,NA,NA,2016,61.18,NA,NA,NA,NA,NA
3468,Panama,PAN,Latin America & Caribbean,Upper middle income,2016,54,4034119,57957594212.2216,78.001,23212.8248182789,2.514
3469,Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2016,9.6,8084991,19028120012.7673,65.544,4109.471826666,3.658
3470,Paraguay,PRY,Latin America & Caribbean,Upper middle income,2016,53.4,6725308,36054281572.3981,73.12,12384.026728956,2.48
3471,Peru,PER,Latin America & Caribbean,Upper middle income,2016,45.46,31773839,191639655121.33,74.983,13044.6645025573,2.4
3472,Philippines,PHL,East Asia & Pacific,Lower middle income,2016,55.5,103320222,304889079564.142,69.094,7809.4218530541,2.925
3473,Poland,POL,Europe & Central Asia,High income,2016,73.3,37970087,471992087443.889,77.8512195122,27735.3508495019,1.39
3474,Portugal,PRT,Europe & Central Asia,High income,2016,70.42,10325452,206275669201.916,81.1243902439,31042.005773058,1.36
3475,Puerto Rico,PRI,Latin America & Caribbean,High income,2016,68.64,3406495,103960800000,79.7883170732,38358.1849013489,1.2425
3476,Qatar,QAT,Middle East & North Africa,High income,2016,94.29,2569804,151732142857.143,78.184,127640.32865072,1.907
3477,Romania,ROU,Europe & Central Asia,Upper middle income,2016,59.5,19702332,188494136775.719,75.3097560976,23868.138812564,1.64
3478,Russian Federation,RUS,Europe & Central Asia,Upper middle income,2016,73.09,144342396,1282663609770.69,71.6512195122,24071.1468424127,1.762
3479,Rwanda,RWA,Sub-Saharan Africa,Low income,2016,20,11917508,8475681532.52169,67.129,1936.9885637081,3.885
3480,Saint Kitts and Nevis,NA,NA,NA,2016,76.82,NA,NA,NA,NA,NA
3481,Saint Lucia,NA,NA,NA,2016,46.73,NA,NA,NA,NA,NA
3482,Saint Vincent and the Grenadines,NA,NA,NA,2016,55.57,NA,NA,NA,NA,NA
3483,Samoa,WSM,East Asia & Pacific,Lower middle income,2016,29.41,195125,786640006.097846,75.013,6387.9670277093,3.976
3484,Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2016,28,199910,354237479.156978,66.624,3243.0563445353,4.456
3485,Saudi Arabia,SAU,Middle East & North Africa,High income,2016,74.88,32275687,644935541440,74.561,54439.8400724306,2.532
3486,Senegal,SEN,Sub-Saharan Africa,Low income,2016,25.66,15411614,18973894458.795,67.146,3256.6998731273,4.769
3487,Serbia,SRB,Europe & Central Asia,Upper middle income,2016,67.06,7058322,38299854688.1277,75.687804878,14719.595595868,1.46
3488,Seychelles,SYC,Sub-Saharan Africa,High income,2016,56.51,94677,1427525456.57573,74.3097560976,27672.5181920372,2.78
3489,Sierra Leone,SLE,Sub-Saharan Africa,Low income,2016,11.77,7396190,3556036534.56923,51.835,1472.512441525,4.457
3490,Singapore,SGP,East Asia & Pacific,High income,2016,84.45,5607283,309763879840.753,82.8463414634,89203.3440330513,1.2
3491,Slovakia,NA,NA,NA,2016,80.48,NA,NA,NA,NA,NA
3492,Slovenia,SVN,Europe & Central Asia,High income,2016,75.5,2065042,44708598648.8562,81.1756097561,33234.0903986706,1.58
3493,Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2016,11,599419,1232699139.42779,70.726,2352.8353579134,3.85
3494,Somalia,SOM,Sub-Saharan Africa,Low income,2016,1.88,14317996,6761998533.93861,56.293,NA,6.267
3495,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2016,54,56015473,295746599722.066,62.774,13265.4862633791,2.458
3496,South Sudan,SSD,Sub-Saharan Africa,Low income,2016,6.68,12230730,2904114903.22912,56.811,1694.9496775657,4.855
3497,Spain,ESP,Europe & Central Asia,High income,2016,80.56,46483569,1237499479181.11,83.3292682927,36715.8453115458,1.34
3498,Sri Lanka,LKA,South Asia,Lower middle income,2016,32.05,21203000,81787420023.358,75.284,12357.2395870183,2.046
